state,district,local_body_name,local_body_type,lgd_local_body_code
KARNATAKA,KALABURAGI,Chittapura,Town Municipal Council,251853
KARNATAKA,UTTARA KANNADA,Dandeli,City Municipal Council,251899
KARNATAKA,DAVANGERE,Davanagere,Municipal Corporation,251941
KARNATAKA,RAICHUR,Devadurga,Town Municipal Council,251874
KARNATAKA,BENGALURU RURAL,Devanahalli,Town Municipal Council,251994
KARNATAKA,VIJAYAPURA,DEVARAHIPPARAGI,Town Panchayat,276558
KARNATAKA,BENGALURU RURAL,Dod Ballapur,City Municipal Council,251992
KARNATAKA,BELAGAVI,EXAMBA,Town Panchayat,276575
KARNATAKA,GADAG,Gadag-Betigeri,City Municipal Council,251888
KARNATAKA,GADAG,Gajendragarh,Town Municipal Council,251886
KARNATAKA,KOPPAL,Gangawati,City Municipal Council,251881
KARNATAKA,CHIKKABALLAPURA,Gauribidanur,City Municipal Council,251978
KARNATAKA,BELAGAVI,Ghataprabha,Town Municipal Council,276574
KARNATAKA,BELAGAVI,Gokak,City Municipal Council,251818
KARNATAKA,TUMAKURU,Gubbi,Town Panchayat,251974
KARNATAKA,CHIKKABALLAPURA,Gudibanda,Town Panchayat,251980
KARNATAKA,BAGALKOTE,Guledgudda,Town Municipal Council,251838
KARNATAKA,CHAMARAJANAGARA,Gundlupet,Town Municipal Council,252053
KARNATAKA,YADGIR,Gurmatkal,Town Municipal Council,251862
KARNATAKA,HAVERI,GUTTAL,Town Panchayat,276521
KARNATAKA,VIJAYANAGAR,HAGARIBOMMANAHALLI,Town Municipal Council,276535
KARNATAKA,UTTARA KANNADA,Haliyal,Town Municipal Council,251901
KARNATAKA,BIDAR,HALLIKEDA (B),Town Municipal Council,276603
KARNATAKA,HAVERI,Hangal,Town Municipal Council,251915
KARNATAKA,CHAMARAJANAGARA,Hanur,Town Panchayat,253130
KARNATAKA,VIJAYANAGAR,Harapanahalli,Town Municipal Council,251939
KARNATAKA,DAVANGERE,Harihar,City Municipal Council,251938
KARNATAKA,BELAGAVI,HAROGERI,Town Municipal Council,276569
KARNATAKA,RAMANAGARA,Harohalli,Town Panchayat,299326
KARNATAKA,HASSAN,Hassan,City Municipal Council,252012
KARNATAKA,RAICHUR,Hatti,Town Panchayat,251873
KARNATAKA,RAICHUR,Hatti Gold Mines,Notified Area Council,251872
KARNATAKA,HAVERI,Haveri,City Municipal Council,251916
KARNATAKA,BENGALURU URBAN,HEBBUGODI,City Municipal Council,276463
KARNATAKA,MYSURU,Heggadadevankote,Town Municipal Council,252049
KARNATAKA,HAVERI,Hirekerur,Town Panchayat,251918
KARNATAKA,CHITRADURGA,Hiriyur,City Municipal Council,251937
KARNATAKA,CHITRADURGA,Holalkere,Town Municipal Council,251935
KARNATAKA,SHIVAMOGGA,Holehonnuru,Town Panchayat,299180
KARNATAKA,HASSAN,Hole Narsipur,Town Municipal Council,252015
KARNATAKA,BIDAR,Homnabad,Town Municipal Council,251868
KARNATAKA,UTTARA KANNADA,Honavar,Town Panchayat,251909
KARNATAKA,DAVANGERE,Honnali,Town Panchayat,251942
KARNATAKA,MYSURU,Hootagalli,City Municipal Council,299335
KARNATAKA,VIJAYANAGAR,Hoovina Hadagalli,Town Municipal Council,251921
KARNATAKA,BENGALURU RURAL,Hosakote,City Municipal Council,251995
KARNATAKA,SHIVAMOGGA,Hosanagara,Town Panchayat,251949
KARNATAKA,VIJAYANAGAR,Hosapete,City Municipal Council,251922
KARNATAKA,CHITRADURGA,Hosdurga,Town Municipal Council,251936
KARNATAKA,DHARWAD,Hubballi-Dharwad,Municipal Corporation,251893
KARNATAKA,BELAGAVI,Hukeri,Town Municipal Council,251820
KARNATAKA,TUMAKURU,Huliyaru,Town Panchayat,297133
KARNATAKA,YADGIR,Hunasagi,Town Panchayat,296976
KARNATAKA,BENGALURU URBAN,Hunasamaranahalli,Town Municipal Council,299319
KARNATAKA,BAGALKOTE,Hungund,Town Municipal Council,251840
KARNATAKA,MYSURU,Hunsur,City Municipal Council,252043
KARNATAKA,BAGALKOTE,Ilkal,City Municipal Council,251841
KARNATAKA,VIJAYAPURA,Indi,Town Municipal Council,251843
KARNATAKA,UTTARA KANNADA,JAALI,Town Panchayat,276572
KARNATAKA,DAVANGERE,Jagalur,Town Panchayat,251940
KARNATAKA,RAICHUR,Jalahalli,Town Panchayat,299177
KARNATAKA,BAGALKOTE,Jamkhandi,City Municipal Council,251832
KARNATAKA,KALABURAGI,Jevargi,Town Municipal Council,251858
KARNATAKA,BENGALURU URBAN,JIGANI,Town Municipal Council,276464
KARNATAKA,SHIVAMOGGA,Jog-Kargal,Town Panchayat,263293
KARNATAKA,UDUPI,KAAPU,Town Municipal Council,276573
KARNATAKA,BELAGAVI,KABBUR,Town Panchayat,276483
KARNATAKA,DAKSHINA KANNADA,Kadaba,Town Panchayat,296954
KARNATAKA,MYSURU,kadakola,Town Panchayat,299323
KARNATAKA,CHIKKAMAGALURU,Kadur,Town Municipal Council,251964
KARNATAKA,BELAGAVI,Kagawada,Town Panchayat,299331
KARNATAKA,YADGIR,KAKKERA,Town Municipal Council,276560
KARNATAKA,KALABURAGI,KALABURAGI CITY CORPORATION,Municipal Corporation,248127
KARNATAKA,KALABURAGI,Kalagi,Town Panchayat,296978
KARNATAKA,DHARWAD,Kalghatgi,Town Panchayat,251897
KARNATAKA,BELAGAVI,KALLOLLI,Town Panchayat,276576
KARNATAKA,KALABURAGI,kamalapur,Town Panchayat,297130
KARNATAKA,BALLARI,KAMALAPURA,Town Panchayat,276611
KARNATAKA,BAGALKOTE,KAMATAGI,Town Panchayat,276531
KARNATAKA,BALLARI,Kampli,Town Municipal Council,251924
KARNATAKA,RAMANAGARA,Kanakapura,City Municipal Council,251999
KARNATAKA,KOPPAL,KANAKGIRI,Town Panchayat,276599
KARNATAKA,BELAGAVI,KANKANAVADI,Town Panchayat,276567
KARNATAKA,KOPPAL,KARATAGI,Town Municipal Council,276496
KARNATAKA,UDUPI,Karkal,Town Municipal Council,251958
KARNATAKA,UTTARA KANNADA,Karwar,City Municipal Council,251900
KARNATAKA,RAICHUR,KAVITAL,Town Panchayat,276522
KARNATAKA,YADGIR,KEMBHAVI,Town Municipal Council,276516
KARNATAKA,BAGALKOTE,Kerur,Town Panchayat,251836
KARNATAKA,BELAGAVI,Khanapur,Town Panchayat,251825
KARNATAKA,DAKSHINA KANNADA,kinnigoli,Town Panchayat,299321
KARNATAKA,KOLAR,Kolar,City Municipal Council,251985
KARNATAKA,VIJAYAPURA,KOLHARA,Town Panchayat,276543
KARNATAKA,CHAMARAJANAGARA,Kollegal,City Municipal Council,252056
KARNATAKA,BELAGAVI,Konnur,Town Municipal Council,251816
KARNATAKA,CHIKKAMAGALURU,Koppa,Town Panchayat,251960
KARNATAKA,KOPPAL,Koppal,City Municipal Council,251882
KARNATAKA,TUMAKURU,Koratagere,Town Panchayat,251972
KARNATAKA,,Kotekara,Town Panchayat,252030
KARNATAKA,VIJAYANAGAR,Kotturu,Town Panchayat,251931
KARNATAKA,MYSURU,krishnarajanagar,Town Municipal Council,299418
KARNATAKA,MANDYA,Krishnarajpet,Town Municipal Council,252001
KARNATAKA,BELAGAVI,Kudchi,Town Municipal Council,251813
KARNATAKA,VIJAYANAGAR,Kudligi,Town Panchayat,251930
KARNATAKA,CHIKKAMAGALURU,Kudremukh,Notified Area Council,251967
KARNATAKA,BALLARI,KUDUTINI,Town Panchayat,276534
KARNATAKA,KOPPAL,KUKANOORU,Town Panchayat,276497
KARNATAKA,UTTARA KANNADA,Kumta,Town Municipal Council,251907
KARNATAKA,UDUPI,Kundapura,Town Municipal Council,251953
KARNATAKA,DHARWAD,Kundgol,Town Panchayat,251898
KARNATAKA,TUMAKURU,Kunigal,Town Municipal Council,251977
KARNATAKA,BALLARI,KUREKUPPA,Town Municipal Council,276538
KARNATAKA,BALLARI,KURUGODU,Town Municipal Council,276532
KARNATAKA,KODAGU,Kushalnagar,Town Panchayat,252039
KARNATAKA,KOPPAL,Kushtagi,Town Municipal Council,251880
KARNATAKA,GADAG,Lakshmeshwar,Town Municipal Council,251891
KARNATAKA,RAICHUR,Lingasugur,Town Municipal Council,251871
KARNATAKA,BAGALKOTE,Lokapura,Town Panchayat,299317
KARNATAKA,BELAGAVI,Machhe,Town Panchayat,299332
KARNATAKA,BENGALURU URBAN,Madanayakanahalli,Town Municipal Council,296975
KARNATAKA,MANDYA,Maddur,Town Municipal Council,252006
KARNATAKA,TUMAKURU,Madhugiri,Town Municipal Council,251971
KARNATAKA,KODAGU,Madikeri,City Municipal Council,252037
KARNATAKA,RAMANAGARA,Magadi,Town Municipal Council,251996
KARNATAKA,BAGALKOTE,Mahalingpur,Town Municipal Council,251830
KARNATAKA,MANDYA,Malavalli,Town Municipal Council,252007
KARNATAKA,DAVANGERE,MALEBENNURU,Town Municipal Council,276556
KARNATAKA,KOLAR,Malur,Town Municipal Council,251986
KARNATAKA,VIJAYAPURA,MANAGULI,Town Panchayat,276541
KARNATAKA,MANDYA,Mandya,City Municipal Council,252005
KARNATAKA,DAKSHINA KANNADA,Mangaluru,Municipal Corporation,252021
KARNATAKA,UTTARA KANNADA,Manki,Town Panchayat,299328
KARNATAKA,RAICHUR,Manvi,Town Municipal Council,251877
KARNATAKA,VIJAYANAGAR,MARIYAMMANAHALLI,Town Panchayat,276474
KARNATAKA,RAICHUR,MASKI,Town Municipal Council,276519
KARNATAKA,,MKhubballi,Town Panchayat,299417
KARNATAKA,CHITRADURGA,Molakalmuru,Town Panchayat,251932
KARNATAKA,BELAGAVI,Mudalgi,Town Municipal Council,251815
KARNATAKA,DAKSHINA KANNADA,Mudbidri,Town Municipal Council,252018
KARNATAKA,VIJAYAPURA,Muddebihal,Town Municipal Council,251846
KARNATAKA,RAICHUR,Mudgal,Town Municipal Council,251870
KARNATAKA,BAGALKOTE,Mudhol,City Municipal Council,251835
KARNATAKA,CHIKKAMAGALURU,Mudigere,Town Panchayat,251966
KARNATAKA,BELAGAVI,MUGALAKODA,Town Municipal Council,276563
KARNATAKA,KOLAR,Mulbagal,City Municipal Council,251989
KARNATAKA,GADAG,Mulgund,Town Panchayat,251889
KARNATAKA,DAKSHINA KANNADA,Mulki,Town Panchayat,252017
KARNATAKA,BELAGAVI,MUNAVALLI,Town Municipal Council,276564
KARNATAKA,GADAG,Mundargi,Town Municipal Council,251892
KARNATAKA,UTTARA KANNADA,Mundgod,Town Panchayat,251904
KARNATAKA,MYSURU,Mysuru,Municipal Corporation,252045
KARNATAKA,BELAGAVI,NAAGANURA,Town Panchayat,276566
KARNATAKA,MANDYA,Nagamangala,Town Municipal Council,252002
KARNATAKA,VIJAYAPURA,NALATAVADA,Town Panchayat,276544
KARNATAKA,MYSURU,Nanjangud,City Municipal Council,252050
KARNATAKA,CHIKKAMAGALURU,Narasimharajapura,Town Panchayat,251961
KARNATAKA,GADAG,Naregal,Town Panchayat,251887
KARNATAKA,GADAG,Nargund,Town Municipal Council,251884
KARNATAKA,DHARWAD,Navalgund,Town Municipal Council,251895
KARNATAKA,CHITRADURGA,NAYAKANAHATTI,Town Panchayat,276542
KARNATAKA,BENGALURU RURAL,Nelamangala,City Municipal Council,251990
KARNATAKA,VIJAYAPURA,NIDAGUNDI,Town Panchayat,276557
KARNATAKA,BELAGAVI,Nipani,City Municipal Council,251809
KARNATAKA,DAVANGERE,Nyamathi,Town Panchayat,299183
KARNATAKA,MANDYA,Pandavapura,Town Municipal Council,252003
KARNATAKA,TUMAKURU,Pavagada,Town Municipal Council,251970
KARNATAKA,BELAGAVI,Peeranawadi,Town Panchayat,299333
KARNATAKA,MYSURU,Piriyapatna,Town Municipal Council,252042
KARNATAKA,DAKSHINA KANNADA,Puttur,City Municipal Council,252035
KARNATAKA,BAGALKOTE,Rabkavi-Banhatti,City Municipal Council,251833
KARNATAKA,RAICHUR,Raichur,City Municipal Council,251876
KARNATAKA,RAMANAGARA,Ramanagara,City Municipal Council,253186
KARNATAKA,BELAGAVI,Ramdurg,Town Municipal Council,251829
KARNATAKA,MYSURU,Rammanahalli,Town Panchayat,299322
KARNATAKA,HAVERI,Ranibennur,City Municipal Council,251919
KARNATAKA,HAVERI,Rattihalli,Town Panchayat,296955
KARNATAKA,BELAGAVI,Raybag,Town Panchayat,251814
KARNATAKA,KOLAR,Robertson Pet,City Municipal Council,251988
KARNATAKA,GADAG,Ron,Town Municipal Council,251885
KARNATAKA,BELAGAVI,Sadalgi,Town Municipal Council,251810
KARNATAKA,SHIVAMOGGA,Sagar,City Municipal Council,251945
KARNATAKA,HASSAN,Sakleshpur,Town Municipal Council,252008
KARNATAKA,UDUPI,Saligram,Town Panchayat,251954
KARNATAKA,BALLARI,Sandur,Town Municipal Council,251929
KARNATAKA,BELAGAVI,Sankeshwar,Town Municipal Council,251819
KARNATAKA,MYSURU,Saragur,Town Panchayat,253132
KARNATAKA,BELAGAVI,Saundatti-Yellamma,Town Municipal Council,251828
KARNATAKA,HAVERI,Savanur,Town Municipal Council,251914
KARNATAKA,KALABURAGI,Sedam,Town Municipal Council,251852
KARNATAKA,KALABURAGI,Shahabad,City Municipal Council,251855
KARNATAKA,KALABURAGI,Shahabad ACC,Notified Area Council,251854
KARNATAKA,YADGIR,Shahpur,City Municipal Council,251861
KARNATAKA,BELAGAVI,SHEDBALA,Town Panchayat,276579
KARNATAKA,HAVERI,Shiggaon,Town Municipal Council,251912
KARNATAKA,SHIVAMOGGA,Shikarpur,Town Municipal Council,251948
KARNATAKA,GADAG,Shirahatti,Town Panchayat,251890
KARNATAKA,BAGALKOTE,Shiruru,Town Panchayat,299179
KARNATAKA,SHIVAMOGGA,Shivamogga,Municipal Corporation,251951
KARNATAKA,YADGIR,Shorapur,City Municipal Council,251859
KARNATAKA,MANDYA,Shrirangapattana,Town Municipal Council,252004
KARNATAKA,UTTARA KANNADA,Siddapur,Town Panchayat,251908
KARNATAKA,CHIKKABALLAPURA,Sidlaghatta,City Municipal Council,251982
KARNATAKA,VIJAYAPURA,Sindgi,Town Municipal Council,251844
KARNATAKA,RAICHUR,Sindhnur,City Municipal Council,251878
KARNATAKA,TUMAKURU,Sira,City Municipal Council,251969
KARNATAKA,SHIVAMOGGA,Siralkoppa,Town Panchayat,251947
KARNATAKA,RAICHUR,SIRAVARA,Town Panchayat,276605
KARNATAKA,UTTARA KANNADA,Sirsi,City Municipal Council,251905
KARNATAKA,BALLARI,Siruguppa,City Municipal Council,251925
KARNATAKA,DAKSHINA KANNADA,Someshwara,Town Municipal Council,296979
KARNATAKA,KODAGU,Somvarpet,Town Panchayat,252038
KARNATAKA,SHIVAMOGGA,Sorab,Town Panchayat,251946
KARNATAKA,CHIKKAMAGALURU,Sringeri,Town Panchayat,251959
KARNATAKA,KOLAR,Srinivaspur,Town Municipal Council,251984
KARNATAKA,MYSURU,Srirampura,Town Panchayat,299325
KARNATAKA,DAKSHINA KANNADA,Sulya,Town Panchayat,252036
KARNATAKA,VIJAYAPURA,Talikota,Town Municipal Council,251847
KARNATAKA,CHIKKAMAGALURU,Tarikere,Town Municipal Council,251962
KARNATAKA,KOPPAL,TAVARAGERA,Town Panchayat,276601
KARNATAKA,BALLARI,Tekkalakote,Town Panchayat,251926
KARNATAKA,BAGALKOTE,Terdal,Town Municipal Council,251831
KARNATAKA,,Tikota,Town Panchayat,297131
KARNATAKA,TUMAKURU,Tiptur,City Municipal Council,251975
KARNATAKA,SHIVAMOGGA,Tirthahalli,Town Panchayat,251950
KARNATAKA,MYSURU,Tirumakudal - Narsipur,Town Municipal Council,252052
KARNATAKA,TUMAKURU,Tumakuru,Municipal Corporation,251973
KARNATAKA,TUMAKURU,Turuvekere,Town Panchayat,251976
KARNATAKA,RAICHUR,TURVIHAL,Town Panchayat,276524
KARNATAKA,UDUPI,Udupi,City Municipal Council,251955
KARNATAKA,BELAGAVI,UGAR KHURDA,Town Municipal Council,276565
KARNATAKA,DAKSHINA KANNADA,Ullal,City Municipal Council,252027
KARNATAKA,VIJAYAPURA,Vijayapura,Municipal Corporation,251993
KARNATAKA,BENGALURU RURAL,VIJAYAPURA,Town Municipal Council,251842
KARNATAKA,KODAGU,Virajpet,Town Panchayat,252040
KARNATAKA,DAKSHINA KANNADA,VITLA,Town Panchayat,276554
KARNATAKA,KALABURAGI,Wadi,Town Municipal Council,251856
KARNATAKA,YADGIR,Yadgir,City Municipal Council,251863
KARNATAKA,KALABURAGI,Yadrami,Town Panchayat,297132
KARNATAKA,BELAGAVI,Yaragatti,Town Panchayat,299330
KARNATAKA,CHAMARAJANAGARA,Yelandur,Town Panchayat,252055
KARNATAKA,KOPPAL,Yelburga,Town Panchayat,251879
KARNATAKA,UTTARA KANNADA,Yellapur,Town Panchayat,251903
KERALA,PATHANAMTHITTA,Adoor,Municipality,252253
KERALA,ALAPPUZHA,Alappuzha,Municipality,252247
KERALA,ERNAKULAM,Aluva,Municipality,252211
KERALA,ERNAKULAM,Angamaly,Municipality,252208
KERALA,KANNUR,Anthur,Municipality,272915
KERALA,THIRUVANANTHAPURAM,Attingal,Municipality,252258
KERALA,KANNUR,Cannanore,Municipal Council,277290
KERALA,THRISSUR,Chalakudy,Municipality,252205
KERALA,KOTTAYAM,Changanassery,Municipality,252239
KERALA,THRISSUR,Chavakkad,Municipality,252181
KERALA,ALAPPUZHA,Chengannur,Municipality,252249
KERALA,PALAKKAD,Cherpulassery,Municipality,272906
KERALA,ALAPPUZHA,Cherthala,Municipality,252242
KERALA,PALAKKAD,Chittur-Thathamangalam,Municipality,252178
KERALA,ERNAKULAM,Eloor,Municipality,252218
KERALA,KOTTAYAM,Erattupetta,Municipality,272892
KERALA,KOTTAYAM,Ettumanoor,Municipality,272891
KERALA,KOZHIKODE,Feroke,Municipality,272900
KERALA,THRISSUR,Guruvayoor,Municipality,252184
KERALA,ALAPPUZHA,Harippad,Municipality,272880
KERALA,THRISSUR,Irinjalakuda,Municipality,252204
KERALA,KANNUR,Iritty,Municipality,272890
KERALA,ERNAKULAM,Kalamassery,Municipality,252224
KERALA,WAYANAD,Kalpetta,Municipality,252155
KERALA,KASARAGOD,Kanhangad,Municipality,252110
KERALA,KANNUR,Kannur,Municipal Corporation,252125
KERALA,KOLLAM,Karunagappally,Municipality,259707
KERALA,KASARAGOD,Kasaragod,Municipality,252108
KERALA,IDUKKI,Kattappana,Municipality,272883
KERALA,ALAPPUZHA,Kayamkulam,Municipality,252248
KERALA,ERNAKULAM,Kochi,Municipal Corporation,252220
KERALA,THRISSUR,Kodungallur,Municipality,252200
KERALA,KOZHIKODE,Koduvally,Municipality,272897
KERALA,KOLLAM,Kollam,Municipal Corporation,252255
KERALA,MALAPPURAM,Kondotty,Municipality,272901
KERALA,ERNAKULAM,Koothattukulam,Municipality,272881
KERALA,KANNUR,Koothuparamba,Municipality,252144
KERALA,ERNAKULAM,Kothamangalam,Municipality,252231
KERALA,MALAPPURAM,Kottakkal,Municipality,259709
KERALA,KOLLAM,Kottarakkara,Municipality,272889
KERALA,KOTTAYAM,Kottayam,Municipality,252238
KERALA,KOZHIKODE,koyilandy,Municipality,252159
KERALA,KOZHIKODE,Kozhikode,Municipal Corporation,252160
KERALA,THRISSUR,Kunnamkulam,Municipality,252180
KERALA,MALAPPURAM,Malappuram,Municipality,252170
KERALA,WAYANAD,Mananthavady,Municipality,272910
KERALA,MALAPPURAM,Manjeri,Municipality,252169
KERALA,PALAKKAD,Mannarkad,Municipality,272907
KERALA,ERNAKULAM,Maradu,Municipality,252226
KERALA,KANNUR,Mattannur,Municipality,252139
KERALA,ALAPPUZHA,Mavelikkara,Municipality,252250
KERALA,KOZHIKODE,Mukkom,Municipality,272898
KERALA,ERNAKULAM,Muvattupuzha,Municipality,252230
KERALA,THIRUVANANTHAPURAM,Nedumangad,Municipality,252259
KERALA,THIRUVANANTHAPURAM,Neyyattinkara,Municipality,252261
KERALA,MALAPPURAM,Nilambur,Municipality,259710
KERALA,KASARAGOD,Nileshwar,Municipality,259711
KERALA,PALAKKAD,Ottappalam,Municipality,252175
KERALA,KOTTAYAM,Palai,Municipality,252234
KERALA,PALAKKAD,Palakkad,Municipality,252176
KERALA,PATHANAMTHITTA,Pandalam,Municipality,272908
KERALA,KANNUR,Panoor,Municipality,272885
KERALA,MALAPPURAM,Parappanangadi,Municipality,272912
KERALA,KOLLAM,Paravoor,Municipality,252256
KERALA,ERNAKULAM,Paravur,Municipality,252215
KERALA,PATHANAMTHITTA,Pathanamthitta,Municipality,252252
KERALA,PALAKKAD,Pattambi,Municipality,272905
KERALA,KANNUR,Payyannur,Municipality,252111
KERALA,KOZHIKODE,Payyoli,Municipality,272896
KERALA,MALAPPURAM,Perinthalmanna,Municipality,252171
KERALA,ERNAKULAM,Perumbavoor,Municipality,252207
KERALA,ERNAKULAM,Piravom,Municipality,272882
KERALA,MALAPPURAM,Ponnani,Municipality,252173
KERALA,KOLLAM,Punalur,Municipality,252254
KERALA,KOZHIKODE,Ramanattukara,Municipality,272899
KERALA,PALAKKAD,Shoranur,Municipality,252174
KERALA,KANNUR,Sreekandapuram,Municipality,272884
KERALA,WAYANAD,Sulthanbathery,Municipality,272911
KERALA,KANNUR,Taliparamba,Municipality,252112
KERALA,MALAPPURAM,Tanur,Municipality,272904
KERALA,KANNUR,Thalassery,Municipality,252149
KERALA,PATHANAMTHITTA,Thiruvalla,Municipality,252251
KERALA,THIRUVANANTHAPURAM,Thiruvananthapuram,Municipal Corporation,252260
KERALA,IDUKKI,Thodupuzha,Municipality,252233
KERALA,ERNAKULAM,Thrikkakara,Municipality,259708
KERALA,ERNAKULAM,Thrippunithura,Municipality,252227
KERALA,THRISSUR,Thrissur,Municipal Corporation,252194
KERALA,MALAPPURAM,Tirur,Municipality,252172
KERALA,MALAPPURAM,Tirurangadi,Municipality,272903
KERALA,KOTTAYAM,Vaikom,Municipality,252236
KERALA,MALAPPURAM,Valanchery,Municipality,272902
KERALA,THIRUVANANTHAPURAM,Varkala,Municipality,252257
KERALA,KOZHIKODE,Vatakara,Municipality,252157
KERALA,THRISSUR,Wadakkanchery,Municipality,272909
LADAKH,KARGIL,Kargil,Municipality,248178
LADAKH,LEH LADAKH,Leh,Municipality,248177
MADHYA PRADESH,AGAR MALWA,Agar,Municipality,250858
MADHYA PRADESH,PANNA,Ajaygarh,Town Panchayat,250749
MADHYA PRADESH,BHIND,Akoda,Town Panchayat,250685
MADHYA PRADESH,SHAJAPUR,Akodia,Town Panchayat,250863
MADHYA PRADESH,BHIND,Alampur,Town Panchayat,250692
MADHYA PRADESH,ALIRAJPUR,Alirajpur,Municipality,250882
MADHYA PRADESH,RATLAM,Alot,Town Panchayat,250839
MADHYA PRADESH,PANNA,Amanganj,Town Panchayat,250753
MADHYA PRADESH,ANUPPUR,Amarkantak,Town Panchayat,253195
MADHYA PRADESH,SATNA,Amarpatan,Town Panchayat,250786
MADHYA PRADESH,CHHINDWARA,Amarwara,Municipality,251008
MADHYA PRADESH,MORENA,Ambah,Municipality,250675
MADHYA PRADESH,BETUL,AMLA,Municipality,248073
MADHYA PRADESH,BARWANI,Anjad,Town Panchayat,250915
MADHYA PRADESH,GWALIOR,Antari,Town Panchayat,250699
MADHYA PRADESH,ANUPPUR,ANUPPUR NP,Municipality,265847
MADHYA PRADESH,GUNA,Aron,Town Panchayat,250719
MADHYA PRADESH,ASHOKNAGAR,Ashoknagar,Municipality,250715
MADHYA PRADESH,SEHORE,Ashta,Municipality,250949
MADHYA PRADESH,NEEMUCH,Athana,Town Panchayat,293817
MADHYA PRADESH,BETUL,Athner,Town Panchayat,263361
MADHYA PRADESH,HOSHANGABAD,Babai,Town Panchayat,250975
MADHYA PRADESH,TIKAMGARH,Badagaon,Town Panchayat,290258
MADHYA PRADESH,AGAR MALWA,Badagaon Shajapur,Town Panchayat,250733
MADHYA PRADESH,CHHATARPUR,Bada -Malhera,Town Panchayat,250744
MADHYA PRADESH,SHIVPURI,Badarwas,Town Panchayat,250709
MADHYA PRADESH,RATLAM,Badawada,Town Panchayat,250838
MADHYA PRADESH,RAISEN,Badi,Town Panchayat,250961
MADHYA PRADESH,CHHINDWARA,Badkuhi,Town Panchayat,251025
MADHYA PRADESH,UJJAIN,Badnagar,Municipality,250852
MADHYA PRADESH,DHAR,Badnawar,Town Panchayat,250884
MADHYA PRADESH,AGAR MALWA,Badod,Town Panchayat,250857
MADHYA PRADESH,SHEOPUR,Badoda,Town Panchayat,250674
MADHYA PRADESH,DATIA,Badonee,Town Panchayat,277237
MADHYA PRADESH,DEWAS,Bagali,Town Panchayat,290389
MADHYA PRADESH,DHAR,Bagh,Town Panchayat,298930
MADHYA PRADESH,BALAGHAT,Baihar,Town Panchayat,251041
MADHYA PRADESH,REWA,Baikunthpur,Town Panchayat,250792
MADHYA PRADESH,SHIVPURI,Bairad,Town Panchayat,263211
MADHYA PRADESH,SHAHDOL,Bakho,Town Panchayat,298926
MADHYA PRADESH,BALAGHAT,Balaghat,Municipality,251040
MADHYA PRADESH,SATNA,Baldevgarh,Town Panchayat,290276
MADHYA PRADESH,MANDLA,BAMHNI BANJAR,Town Panchayat,289260
MADHYA PRADESH,SAGAR,Banda,Town Panchayat,250760
MADHYA PRADESH,SAGAR,BANDRI,Town Panchayat,297114
MADHYA PRADESH,HOSHANGABAD,BANKHEDI,Town Panchayat,263020
MADHYA PRADESH,MORENA,Banmor,Town Panchayat,250678
MADHYA PRADESH,JABALPUR,Barela,Town Panchayat,250997
MADHYA PRADESH,RAISEN,Bareli,Town Panchayat,250962
MADHYA PRADESH,SEONI,Barghat,Town Panchayat,251034
MADHYA PRADESH,KATNI,Barhi,Town Panchayat,250978
MADHYA PRADESH,CHHATARPUR,Barigarh,Town Panchayat,250734
MADHYA PRADESH,KHARGONE,Barwaha,Municipality,250907
MADHYA PRADESH,BARWANI,Barwani,Municipality,250914
MADHYA PRADESH,RAISEN,Begamganj,Municipality,250957
MADHYA PRADESH,SHAHDOL,Beohari,Town Panchayat,250805
MADHYA PRADESH,BHOPAL,Berasia,Municipality,250945
MADHYA PRADESH,INDORE,Betma,Town Panchayat,250897
MADHYA PRADESH,BETUL,BETUL,Municipality,248072
MADHYA PRADESH,BETUL,BETUL BAZAR,Town Panchayat,248070
MADHYA PRADESH,BETUL,Bhainsdehi,Town Panchayat,250964
MADHYA PRADESH,DATIA,Bhander,Town Panchayat,250704
MADHYA PRADESH,MANDSAUR,Bhanpura,Town Panchayat,250827
MADHYA PRADESH,DEWAS,Bhaurasa,Town Panchayat,250865
MADHYA PRADESH,ALIRAJPUR,Bhavra,Town Panchayat,250880
MADHYA PRADESH,JABALPUR,Bhedaghat,Town Panchayat,250996
MADHYA PRADESH,MANDSAUR,Bhensoda,Town Panchayat,298922
MADHYA PRADESH,KHARGONE,Bhikangaon,Town Panchayat,250912
MADHYA PRADESH,BHIND,Bhind,Municipality,250684
MADHYA PRADESH,GWALIOR,Bhitarwar,Town Panchayat,250700
MADHYA PRADESH,BHOPAL,Bhopal,Municipal Corporation,250946
MADHYA PRADESH,CHHINDWARA,BHUWA BICHHIA,Town Panchayat,253171
MADHYA PRADESH,RAJGARH,Biaora,Municipality,250934
MADHYA PRADESH,CHHINDWARA,Bichhua,Town Panchayat,263072
MADHYA PRADESH,CHHATARPUR,Bijawar,Town Panchayat,250747
MADHYA PRADESH,ANUPPUR,Bijuri,Municipality,253194
MADHYA PRADESH,GWALIOR,Bilaua,Town Panchayat,250695
MADHYA PRADESH,SAGAR,Bilhara,Town Panchayat,298917
MADHYA PRADESH,SAGAR,Bina,Municipality,250755
MADHYA PRADESH,SATNA,Birsinghpur,Town Panchayat,250778
MADHYA PRADESH,KHARGONE,Bistan,Town Panchayat,298931
MADHYA PRADESH,RAJGARH,Boda,Town Panchayat,250938
MADHYA PRADESH,SEHORE,Budni,Town Panchayat,250952
